epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
109,13.169199,10.1504,19.012,14.829804,11.0281,19.202,1.1261,0.1032,5.0,0.04672984,355.54,14908,16311,100,15.1636,8.676,6.7722,14.359,4.5238,16.6898,,,,,,
110,13.051698,10.3253,19.3881,14.773563,10.1641,18.2798,1.1319,0.0946,5.0,0.04591395,488.67,14908,16311,100,16.1441,8.989,7.2983,15.4749,4.9092,18.1573,63.8518,17.59,40.287,43.2685,27.2565,51.4678
111,12.852996,10.9698,20.4087,16.12482,11.0086,19.1923,1.2546,0.1011,5.0,0.04509914,354.78,14908,16311,100,15.1733,8.4693,6.5431,13.8641,4.2889,16.0235,,,,,,
112,12.727264,11.0536,20.7513,13.939671,11.2999,19.7165,1.0953,0.1039,5.0,0.04428565,347.93,14908,16311,100,17.0178,9.5367,7.8322,16.4261,5.3228,19.3304,,,,,,
113,12.639545,11.5447,21.4197,13.366295,13.1055,22.1144,1.0575,0.1232,5.0,0.04347369,331.64,14908,16311,100,17.076,9.5328,7.939,16.6693,5.3752,19.5077,,,,,,
114,12.441713,12.0909,22.2318,13.047563,13.2317,22.9978,1.0487,0.1244,5.0,0.04266348,355.51,14908,16311,100,17.4546,9.7747,8.2167,17.1196,5.5655,19.9904,,,,,,
115,12.330827,12.4048,22.8211,14.136469,11.9697,21.163,1.1464,0.1116,5.0,0.04185523,487.87,14984,16311,100,16.5518,9.2606,7.3391,15.2763,4.949,17.818,64.7501,17.8908,40.551,43.7851,27.4117,51.9558
116,12.175328,13.042,23.5015,13.490268,13.3191,22.5609,1.108,0.1224,5.0,0.04104916,354.98,14905,16311,100,17.6002,9.9334,8.007,16.7422,5.3839,19.5948,,,,,,
117,12.032467,13.3151,24.1412,12.846638,14.552,24.1239,1.0677,0.1395,5.0,0.04024548,346.09,14909,16311,100,17.9788,10.1678,8.4535,17.5604,5.6567,20.3648,,,,,,
118,11.846424,14.2446,24.9581,18.585636,9.9117,17.4158,1.5689,0.0876,5.0,0.03944442,333.34,14909,16311,100,14.251,8.0081,6.0577,12.8438,3.9113,14.8804,,,,,,
119,11.68654,14.7765,25.9762,14.535836,13.1638,22.2891,1.2438,0.1208,5.0,0.03864619,355.22,14909,16311,100,16.5033,9.3582,7.3721,15.5443,4.8937,18.0933,,,,,,
120,11.50233,14.9681,26.2014,15.969806,10.7659,18.0468,1.3884,0.0996,5.0,0.03785099,488.45,14909,16311,100,15.882,8.8974,7.2556,15.1496,4.8034,17.801,65.3514,17.8091,42.3569,44.5048,28.8841,53.0492
121,11.432252,15.6222,27.1693,12.424798,16.3382,27.211,1.0868,0.1502,5.0,0.03705905,354.49,14909,16311,100,18.6681,10.6039,8.7098,18.069,5.7742,20.7183,,,,,,
122,11.234753,16.2977,28.0221,12.624412,16.3868,26.677,1.1237,0.1563,5.0,0.03627057,344.91,14909,16311,100,18.0565,10.2734,8.4205,17.402,5.6354,20.295,,,,,,
123,11.035214,16.7601,28.9325,12.353419,16.4256,26.91,1.1195,0.1538,5.0,0.03548577,334.46,14909,16311,100,18.6487,10.6464,8.6574,17.9919,5.7402,20.8181,,,,,,
124,10.870013,17.5722,29.7949,16.098327,12.0183,19.9107,1.481,0.1146,5.0,0.03470485,355.33,14909,16311,100,14.9306,8.4338,6.7838,14.2348,4.4539,16.4807,,,,,,
125,10.66044,18.3125,30.8394,11.895217,18.6972,30.4145,1.1158,0.1765,5.0,0.03392803,487.82,14986,16311,100,18.9011,10.8558,8.704,18.2466,5.7548,20.88,72.0976,19.8656,48.3767,50.3341,33.5063,60.3071
126,10.567072,18.5329,31.5869,15.121835,12.4066,21.0077,1.431,0.1116,5.0,0.03315551,355.1,14900,16311,100,17.4449,9.8068,7.9992,16.5492,5.249,19.0836,,,,,,
127,10.351743,19.3091,32.4948,12.732454,18.4254,29.4535,1.23,0.1736,5.0,0.0323875,342.65,14900,16311,99,18.1827,10.2364,8.304,17.18,5.4577,19.7116,,,,,,
128,10.198717,20.1931,33.513,11.89131,18.8622,30.4048,1.166,0.1752,5.0,0.0316242,337.2,14900,16311,100,19.8039,11.2131,9.1622,19.0394,5.9984,21.5412,,,,,,
