epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
77,12.977471,11.249,23.2745,16.924212,7.6886,16.4935,1.3041,0.0577,5.0,0.0745497,554.13,9931,16311,100,19.6292,10.6513,9.2166,18.5646,6.114,21.4869,,,,,,
78,12.922986,11.4719,23.5741,16.822159,7.7371,16.6392,1.3017,0.0573,5.0,0.07386933,554.12,9931,16311,49,19.6971,10.5839,9.2865,18.517,6.0878,21.3346,,,,,,
79,12.860212,11.5318,23.6484,17.086211,7.0284,15.8237,1.3286,0.0539,5.0,0.07318318,554.38,9931,16311,100,19.0467,10.2564,9.137,18.097,6.0878,21.2222,,,,,,
80,12.717708,11.9344,24.4344,16.86289,7.9507,16.4838,1.3259,0.0589,5.0,0.07249142,741.62,9931,16311,100,19.3088,10.35,9.1583,18.2868,6.0781,21.2507,79.5054,20.8471,52.5513,52.295,36.9213,63.1846
81,12.617381,11.805,24.3002,16.83341,7.4653,16.1441,1.3341,0.0533,5.0,0.07179422,554.09,9931,16311,99,19.7359,10.6103,9.1991,18.2761,6.0674,21.2465,,,,,,
82,12.528638,12.0375,24.8898,16.110125,9.135,19.3865,1.2859,0.0677,5.0,0.07109175,555.02,10006,16311,100,19.7845,10.6808,9.304,18.6013,6.1334,21.423,,,,,,
83,12.42574,12.4233,25.1102,16.034321,9.2515,19.6874,1.2904,0.0686,5.0,0.07038418,554.21,9954,16311,99,20.0369,10.8565,9.603,19.0148,6.3101,22.0178,,,,,,
84,12.421142,12.5383,25.5656,16.096632,9.2418,19.0467,1.2959,0.0679,5.0,0.06967168,554.13,9927,16311,100,19.6,10.5163,9.1253,18.1627,5.9994,21.1128,,,,,,
85,12.259805,12.941,26.1383,16.600139,8.2516,17.5905,1.354,0.0611,5.0,0.06895442,741.4,9931,16311,100,19.7262,10.701,9.3505,18.6531,6.145,21.5218,81.3674,21.2662,55.4122,54.2125,39.2844,65.909
86,12.210349,12.9338,26.0233,16.162573,9.5525,19.1729,1.3237,0.0705,5.0,0.06823258,558.36,10261,16311,99,19.833,10.6702,9.4243,18.7708,6.2343,21.73,,,,,,
87,12.092951,13.2357,26.632,16.113236,9.6398,19.1146,1.3324,0.0719,5.0,0.06750632,555.05,10130,16311,100,20.2505,10.9113,9.4302,18.695,6.1664,21.6622,,,,,,
88,11.979777,13.4322,26.9555,16.12156,9.6107,19.3865,1.3457,0.0738,5.0,0.06677583,554.29,9958,16311,100,20.2505,10.9317,9.4418,18.9427,6.2508,21.7588,,,,,,
89,11.808528,13.9283,27.7416,16.425808,8.3584,17.5129,1.391,0.062,5.0,0.06604129,554.14,9951,16311,100,19.5224,10.4522,9.2515,18.3786,6.1227,21.4174,,,,,,
90,11.708171,14.2135,28.1514,16.200433,9.2321,18.6584,1.3837,0.0688,5.0,0.06530286,741.38,9951,16311,100,19.7359,10.6207,9.2884,18.4833,6.1771,21.5425,81.9665,21.603,55.1534,54.6525,39.0798,66.1459
91,11.742044,14.1847,27.9333,15.65967,10.4262,20.9785,1.3336,0.0796,5.0,0.06456074,553.85,9951,16311,100,20.066,10.7746,9.5738,19.0745,6.3576,22.151,,,,,,
92,11.573252,14.6448,28.8487,16.131186,8.805,18.6293,1.3938,0.0658,5.0,0.06381509,553.91,9951,16311,100,19.9689,10.7023,9.5039,18.9156,6.3159,22.0789,,,,,,
93,11.496963,14.8653,29.0812,16.047936,9.8534,19.8719,1.3958,0.0724,5.0,0.0630661,554.02,9951,16311,100,19.833,10.6898,9.4767,18.5949,6.3101,21.6522,,,,,,
94,11.346428,15.196,29.5845,15.759303,9.7175,20.2019,1.3889,0.0727,5.0,0.06231395,553.88,9950,16311,100,20.2602,10.862,9.6457,19.1721,6.4169,22.2712,,,,,,
95,11.255056,15.6993,30.2674,15.443896,11.1834,21.3571,1.3722,0.082,5.0,0.06155882,741.02,9950,16311,99,20.5902,11.1393,9.6961,19.3017,6.4576,22.4154,82.7813,21.6522,56.9316,55.6069,40.6492,67.5981
96,11.11443,15.8311,30.3681,15.628649,11.5232,21.6678,1.4062,0.0864,5.0,0.06080089,553.72,9950,16311,100,20.5514,11.1489,9.7738,19.2594,6.4965,22.2205,,,,,,
97,11.074496,16.0803,31.0727,15.674311,11.0572,21.328,1.4154,0.0836,5.0,0.06004035,553.78,9950,16311,100,19.8816,10.6763,9.5641,19.0648,6.2858,21.8075,,,,,,
98,10.91317,16.7561,31.5376,15.41326,10.9116,21.9299,1.4124,0.0848,5.0,0.05927739,553.89,9950,16311,100,20.0563,10.8386,9.5835,19.003,6.3004,21.8618,,,,,,
99,10.779661,16.7753,32.0936,15.348218,11.5134,22.2697,1.4238,0.0887,5.0,0.05851218,553.93,9950,16311,100,20.2893,10.9205,9.7292,19.3186,6.3936,22.0733,,,,,,
