epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
79,15.850227,4.5063,10.4619,20.507087,3.1939,6.8052,1.2938,0.027,5.0,0.07063535,269.55,10376,16311,100,11.9891,6.6626,5.1898,11.1465,3.5511,13.4481,,,,,,
80,15.774707,4.4919,10.7278,16.600652,5.3199,11.7561,1.0524,0.0456,5.0,0.06988742,383.01,10377,16311,99,14.4452,8.0551,6.4324,13.5107,4.2908,15.9056,47.4558,12.8754,26.7313,29.4469,17.7574,35.27
81,15.751977,4.5063,10.6871,20.662838,4.4947,9.7272,1.3118,0.039,5.0,0.06913417,269.56,10361,16311,99,12.0765,6.6215,5.0364,10.6951,3.2676,12.4482,,,,,,
82,15.502391,5.0788,11.5902,17.640316,4.7374,9.9117,1.1379,0.0408,5.0,0.0683758,269.75,10377,16311,99,14.2122,7.6828,6.5741,13.5961,4.4704,16.3594,,,,,,
83,15.429675,5.2417,11.9951,15.955706,6.5722,13.8724,1.0341,0.0575,5.0,0.0676125,269.43,10376,16311,99,15.2607,8.4508,6.9974,14.4762,4.7869,17.3492,,,,,,
84,15.356282,5.4597,12.3065,17.310641,6.2809,12.8725,1.1273,0.0544,5.0,0.06684449,269.54,10361,16311,99,13.9598,7.8166,6.0305,12.6719,4.0433,14.9356,,,,,,
85,15.247894,5.7616,12.6108,16.279324,5.9023,13.1832,1.0676,0.053,5.0,0.06607197,382.75,10356,16311,99,15.115,8.3668,6.8576,14.2124,4.6044,16.8102,55.5052,15.1657,32.5624,35.5521,21.8116,42.4627
86,15.169528,5.7352,12.8935,15.580476,6.8731,14.0569,1.0271,0.0613,5.0,0.06529515,269.43,10355,16311,99,15.8722,8.8141,7.1352,15.0333,4.7656,17.6442,,,,,,
87,14.997757,6.3821,13.7511,14.931219,8.6205,16.3382,0.9956,0.0777,5.0,0.06451423,269.42,10355,16311,99,16.3091,8.9209,7.543,15.6358,5.0927,18.5104,,,,,,
88,14.809116,6.5402,14.2279,17.462062,6.679,13.5327,1.1791,0.0579,5.0,0.06372943,269.42,10355,16311,99,14.5229,7.9844,6.2771,13.0823,4.1899,15.352,,,,,,
89,14.693978,6.8828,14.616,16.123001,7.0576,14.0569,1.0973,0.0638,5.0,0.06294095,269.4,10355,16311,99,15.5228,8.6231,7.3294,15.261,4.8617,17.8574,,,,,,
