epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
45,1.763522,59.0179,84.4397,3.458544,37.2973,59.9456,1.9612,0.3364,5.0,0.09236574,262.09,7785,16311,100,9.8631,5.0687,3.9491,8.3969,2.5667,10.0045,35.6427,9.2781,17.3984,20.3095,11.3363,24.9552
46,1.736826,59.7944,84.5523,2.990437,42.4037,66.8479,1.7218,0.3706,5.0,0.09194764,177.4,7785,16311,100,10.7465,5.525,4.5568,9.5692,2.9395,11.4592,,,,,,
47,1.697686,60.6475,85.1658,2.759231,45.316,69.304,1.6253,0.3963,5.0,0.0915194,177.43,7785,16311,100,10.7659,5.5354,4.6442,9.7278,3.0075,11.6533,,,,,,
48,1.665727,61.3209,85.5589,2.588814,47.3935,71.7309,1.5542,0.4196,5.0,0.09108112,177.39,7785,16311,99,11.2319,5.8597,4.8131,10.2966,3.1259,12.3291,,,,,,
49,1.649923,61.412,85.9639,2.647381,46.0635,70.7698,1.6045,0.4072,5.0,0.0906329,177.49,7785,16311,99,10.8145,5.6077,4.5627,9.6509,2.956,11.7166,,,,,,
50,1.620275,62.6318,86.4312,3.533344,36.4431,59.1981,2.1807,0.3264,5.0,0.09017485,262.03,7785,16311,99,9.8437,5.1026,4.0714,8.822,2.6289,10.5751,36.4911,9.633,17.6414,20.8439,11.4877,25.531
51,1.592801,62.8523,86.7355,2.634036,47.51,71.3329,1.6537,0.4264,5.0,0.08970708,177.41,7785,16311,99,11.3678,5.9458,4.6131,9.9685,2.9618,11.9022,,,,,,
52,1.562689,63.727,86.98,2.897538,43.423,67.8187,1.8542,0.3811,5.0,0.08922971,177.4,7785,16311,99,10.8436,5.635,4.4889,9.674,2.8881,11.453,,,,,,
53,1.528494,64.4627,87.7013,2.119082,54.9073,79.07,1.3864,0.492,5.0,0.08874286,177.45,7785,16311,99,12.3774,6.4187,5.3859,11.4394,3.5181,13.8196,,,,,,
54,1.509778,64.4531,88.0009,2.077688,55.2956,79.4098,1.3762,0.4936,5.0,0.08824663,177.47,7785,16311,100,12.2318,6.5136,5.2209,10.9252,3.3929,13.2058,,,,,,
55,1.460113,65.7928,88.5113,2.422146,50.1213,74.5559,1.6589,0.4362,5.0,0.08774115,262.03,7785,16311,100,12.2318,6.3174,5.1277,10.8456,3.3249,12.891,45.8421,11.9133,23.3627,26.403,15.2598,32.1985
56,1.452795,65.9605,88.5065,2.436395,49.8981,73.7987,1.677,0.4446,5.0,0.08722654,177.35,7785,16311,99,11.8047,6.134,5.0403,10.7364,3.2676,12.7944,,,,,,
57,1.43578,66.0779,88.8708,2.321592,51.3834,76.1674,1.617,0.4542,5.0,0.08670293,177.47,7785,16311,100,11.9212,6.2459,5.1335,10.9076,3.355,13.0949,,,,,,
58,1.403555,66.9526,89.3357,2.231293,53.5676,77.1187,1.5897,0.4808,5.0,0.08617044,177.41,7785,16311,99,12.426,6.4496,5.1704,11.1827,3.354,13.2473,,,,,,
59,1.378291,67.4703,89.6808,2.214097,53.422,78.0507,1.6064,0.4685,5.0,0.0856292,177.46,7785,16311,99,13.0084,6.8564,5.5529,11.6706,3.6297,14.0237,,,,,,
60,1.350686,67.9232,89.9947,2.37717,51.461,75.2742,1.76,0.4591,5.0,0.08507934,262.15,7785,16311,99,12.5036,6.4847,5.3218,11.2148,3.4385,13.3856,48.5214,12.587,24.9856,28.0723,16.3708,34.2197
61,1.325741,68.75,90.2727,2.578653,48.8108,72.8764,1.9451,0.4378,5.0,0.084521,177.39,7785,16311,100,11.7367,6.1452,4.9432,10.5217,3.2249,12.6174,,,,,,
62,1.318818,68.9297,90.2919,1.950353,58.3924,81.3999,1.4789,0.5207,5.0,0.08395431,177.4,7785,16311,99,13.2026,6.9184,5.7024,12.0696,3.754,14.5343,,,,,,
63,1.301102,69.4953,90.3997,2.198716,54.4899,77.6818,1.6899,0.4913,5.0,0.08337941,177.4,7785,16311,99,12.0765,6.2991,5.017,10.6606,3.2832,12.8328,,,,,,
64,1.263666,70.116,90.9845,2.038675,56.81,79.9049,1.6133,0.5127,5.0,0.08279643,177.44,7785,16311,100,12.6007,6.6211,5.3296,11.28,3.4317,13.4503,,,,,,
65,1.243573,70.787,91.2169,2.368372,51.8688,75.614,1.9045,0.4653,5.0,0.08220552,262.08,7785,16311,100,11.96,6.1741,5.0112,10.4287,3.2531,12.5453,36.9512,9.6477,18.2827,20.9968,11.8393,25.5237
66,1.223277,71.192,91.4206,1.90745,59.7903,82.293,1.5593,0.5399,5.0,0.08160682,177.38,7785,16311,99,13.4356,7.0545,5.7684,12.1762,3.8035,14.748,,,,,,
67,1.185631,72.026,91.852,2.238266,54.2375,77.2449,1.8878,0.486,5.0,0.08100048,177.42,7785,16311,99,12.7755,6.654,5.5101,11.6132,3.589,13.8935,,,,,,
68,1.173656,72.304,92.2354,1.908496,59.004,82.06,1.6261,0.5302,5.0,0.08038664,177.4,7785,16311,99,13.2608,6.9971,5.6344,11.8009,3.6686,14.1299,,,,,,
69,1.159679,72.6347,92.1827,1.902606,59.334,82.1668,1.6406,0.5353,5.0,0.07976544,177.43,7785,16311,99,13.0473,6.7414,5.5878,11.8069,3.6414,14.1141,,,,,,
70,1.146599,73.0684,92.4271,1.899846,58.4895,82.2542,1.6569,0.5238,5.0,0.07913705,262.16,7785,16311,100,13.9404,7.2001,5.9528,12.3444,3.8919,14.8583,53.9805,14.0205,28.5741,31.6062,18.7975,38.3341
71,1.140432,73.1212,92.511,1.937068,58.3536,82.0697,1.6985,0.5217,5.0,0.07850161,177.38,7785,16311,99,12.9599,6.7257,5.5742,11.9092,3.6695,14.3478,,,,,,
72,1.109766,73.809,92.8465,2.046217,57.0042,79.6136,1.8438,0.5102,5.0,0.07785928,177.39,7785,16311,99,12.9308,6.8544,5.6266,11.8886,3.6171,14.1629,,,,,,
73,1.087778,74.3482,93.0119,2.166232,55.5577,78.4293,1.9914,0.4987,5.0,0.07721021,177.46,7785,16311,99,12.7658,6.6557,5.3762,11.2751,3.4628,13.354,,,,,,
74,1.07372,74.6405,93.206,3.024764,42.9279,65.9839,2.8171,0.3821,5.0,0.07655456,177.42,7785,16311,100,11.3193,5.9028,4.8112,10.3678,3.122,12.1904,,,,,,
